id;satellite;sensor;mode;acquisition start;acquisition stop;orbit;orbit direction;polarisation mode;elevation angle;incidence angle;number of frames;interferometric stack id;Geo Bas Perp;Geo Bas Parallel;cloud percent;off nadir angle;sun elevation angle;area square kilometers;AoI coverage;footprint
1792059;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-04-08 at 16:38:41 UTC;2021-04-08 at 16:38:49 UTC;72131;DESCENDING;HH;N/A;0.029313;1;N/A;N/A;N/A;N/A;N/A;N/A;2017.1;0.0025738462272883104%;POLYGON((19.678854 41.577068,19.563913 41.128017,20.035461 41.059998,20.137957 41.511173,19.678854 41.577068))
1794760;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-04-09 at 16:56:41 UTC;2021-04-09 at 16:57:21 UTC;72146;DESCENDING;HH;N/A;0.029299;7;N/A;N/A;N/A;N/A;N/A;N/A;10949.1;2432869463258790%;POLYGON((15.331889 42.388,14.722949 39.998127,15.188051 39.930054,15.81407 42.319489,15.331889 42.388))
1798731;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-04-12 at 04:26:49 UTC;2021-04-12 at 04:27:50 UTC;72183;ASCENDING;HH;N/A;0.0293495;10;N/A;N/A;N/A;N/A;N/A;N/A;16859.3;648016966775764%;POLYGON((17.301201 38.673206,16.374069 42.352383,15.892191 42.283756,16.84478 38.605148,17.301201 38.673206))
1800232;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-18;2021-04-13 at 16:32:57 UTC;2021-04-13 at 16:33:04 UTC;72205;DESCENDING;HH;N/A;0.0525025;1;N/A;N/A;N/A;N/A;N/A;N/A;1580.3;0.28986442039625304%;POLYGON((16.519686 40.987804,16.438585 40.540352,16.806562 40.501137,16.88953 40.948818,16.519686 40.987804))
1800494;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-0B;2021-04-14 at 16:50:28 UTC;2021-04-14 at 16:50:35 UTC;72220;DESCENDING;HH;N/A;0.0239205;1;N/A;N/A;N/A;N/A;N/A;N/A;2154.2;0.5143144389286198%;POLYGON((17.764959 42.950745,17.65312 42.511185,18.17943 42.432743,18.275036 42.875172,17.764959 42.950745))
1802440;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-05;2021-04-14 at 16:50:45 UTC;2021-04-14 at 16:52:17 UTC;72220;DESCENDING;HH;N/A;0.033898000000000005;16;N/A;N/A;N/A;N/A;N/A;N/A;26187.2;37053459212546400%;POLYGON((16.02924 42.105007,14.701789 36.48148,15.15333 36.414883,16.518351 42.038303,16.02924 42.105007))
1808013;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-04-17 at 04:21:03 UTC;2021-04-17 at 04:21:25 UTC;72257;ASCENDING;HH;N/A;0.0293275;4;N/A;N/A;N/A;N/A;N/A;N/A;6085.5;6903424798358370%;POLYGON((18.560471 39.692486,18.22674 41.020905,17.75458 40.952667,18.09742 39.62442,18.560471 39.692486))
1815500;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-04;2021-04-19 at 16:45:00 UTC;2021-04-19 at 16:45:13 UTC;72294;DESCENDING;HH;N/A;0.032193;2;N/A;N/A;N/A;N/A;N/A;N/A;3695.8;397826157455781%;POLYGON((17.545059 40.969269,17.348789 40.167587,17.818939 40.100777,18.0208 40.902283,17.545059 40.969269))
1819731;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-04-22 at 04:14:57 UTC;2021-04-22 at 04:15:05 UTC;72331;ASCENDING;HH;N/A;0.0293185;1;N/A;N/A;N/A;N/A;N/A;N/A;2064.7;0.220140661816517%;POLYGON((20.11871 39.49913,20.010035 39.948814,19.542271 39.880333,19.65695 39.431076,20.11871 39.49913))
1849367;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-04-30 at 16:51:05 UTC;2021-04-30 at 16:51:12 UTC;72457;DESCENDING;HH;N/A;0.0293145;1;N/A;N/A;N/A;N/A;N/A;N/A;2079.5;0.4010857455647422%;POLYGON((16.472879 41.003658,16.358498 40.554199,16.834372 40.484993,16.947172 40.935028,16.472879 41.003658))
1860106;COSMO-SkyMed-2;StripMap (HIMAGE) - Right;H4-03;2021-05-08 at 04:14:58 UTC;2021-05-08 at 04:15:06 UTC;72568;ASCENDING;HH;N/A;0.0293225;1;N/A;N/A;N/A;N/A;N/A;N/A;2065.7;0.21649769712419595%;POLYGON((20.119631 39.498287,20.010912 39.948227,19.54319 39.879601,19.65789 39.430164,20.119631 39.498287))
1277479;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-01-27 at 04:33:20 UTC;2020-01-27 at 04:34:01 UTC;60896;ASCENDING;HH;N/A;0.0322205;7;N/A;N/A;N/A;N/A;N/A;N/A;11540.1;0.7966638741100549%;POLYGON((15.98729 39.832417,15.36309 42.282974,14.87758 42.216087,15.50047 39.763107,15.98729 39.832417))
1278346;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-01-29 at 16:56:52 UTC;2020-01-29 at 16:57:31 UTC;60933;DESCENDING;HH;N/A;0.029295;7;N/A;N/A;N/A;N/A;N/A;N/A;10956.2;25210611413839200%;POLYGON((15.34197 42.403599,14.732689 40.012268,15.19783 39.943943,15.824259 42.335007,15.34197 42.403599))
1279375;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-02-01 at 04:27:25 UTC;2020-02-01 at 04:27:43 UTC;60970;ASCENDING;HH;N/A;0.032206000000000005;3;N/A;N/A;N/A;N/A;N/A;N/A;4955.9;35767162592643700%;POLYGON((17.370649 40.254681,17.1066 41.329582,16.628189 41.262848,16.899879 40.187935,17.370649 40.254681))
1280206;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-02-03 at 16:51:07 UTC;2020-02-03 at 16:52:05 UTC;61007;DESCENDING;HH;N/A;0.029280999999999998;10;N/A;N/A;N/A;N/A;N/A;N/A;16398.0;23354202345935100%;POLYGON((16.59251 41.3624,15.70531 37.78373,16.156219 37.715675,17.067039 41.293762,16.59251 41.3624))
1281475;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-02-06 at 04:21:14 UTC;2020-02-06 at 04:21:28 UTC;61044;ASCENDING;HH;N/A;0.0322005;2;N/A;N/A;N/A;N/A;N/A;N/A;3869.4;4443959826562690%;POLYGON((19.007549 39.715996,18.80444 40.554321,18.33098 40.487591,18.539869 39.649258,19.007549 39.715996))
1286113;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-02-14 at 16:56:58 UTC;2020-02-14 at 16:57:37 UTC;61170;DESCENDING;HH;N/A;0.029295500000000002;7;N/A;N/A;N/A;N/A;N/A;N/A;10956.4;2419097727098950%;POLYGON((15.31688 42.403606,14.70737 40.012196,15.17255 39.944073,15.799201 42.335129,15.31688 42.403606))
1287012;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-02-17 at 04:27:30 UTC;2020-02-17 at 04:27:48 UTC;61207;ASCENDING;HH;N/A;0.032209;3;N/A;N/A;N/A;N/A;N/A;N/A;4963.7;3459062638611220%;POLYGON((17.34494 40.256828,17.080469 41.333492,16.602131 41.266365,16.87422 40.189827,17.34494 40.256828))
1288622;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-02-19 at 16:51:17 UTC;2020-02-19 at 16:51:24 UTC;61244;DESCENDING;HH;N/A;0.029313500000000003;1;N/A;N/A;N/A;N/A;N/A;N/A;2060.1;0.3745972341444614%;POLYGON((16.465061 41.001686,16.351217 40.557213,16.828232 40.487854,16.939592 40.933136,16.465061 41.001686))
1290121;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-02-22 at 04:21:17 UTC;2020-02-22 at 04:21:31 UTC;61281;ASCENDING;HH;N/A;0.032206000000000005;2;N/A;N/A;N/A;N/A;N/A;N/A;3821.2;4388534319184880%;POLYGON((18.98914 39.720245,18.787701 40.549046,18.31492 40.48217,18.522051 39.653355,18.98914 39.720245))
1295621;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-03-01 at 16:56:59 UTC;2020-03-01 at 16:57:38 UTC;61407;DESCENDING;HH;N/A;0.029297;7;N/A;N/A;N/A;N/A;N/A;N/A;10861.8;24015282086334600%;POLYGON((15.31197 42.404778,14.707631 40.033939,15.172941 39.965755,15.794249 42.336117,15.31197 42.404778))
1306875;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-03-17 at 16:56:58 UTC;2020-03-17 at 16:57:38 UTC;61644;DESCENDING;HH;N/A;0.0292935;7;N/A;N/A;N/A;N/A;N/A;N/A;10970.6;24244796943295500%;POLYGON((15.31827 42.403767,14.70799 40.009163,15.17311 39.940884,15.8005 42.33498,15.31827 42.403767))
1307831;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-03-20 at 04:27:30 UTC;2020-03-20 at 04:27:48 UTC;61681;ASCENDING;HH;N/A;0.032209499999999995;3;N/A;N/A;N/A;N/A;N/A;N/A;4982.6;3439635364821630%;POLYGON((17.346251 40.249439,17.080759 41.330181,16.602369 41.263355,16.875509 40.182716,17.346251 40.249439))
1310713;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-03-25 at 04:21:16 UTC;2020-03-25 at 04:21:30 UTC;61755;ASCENDING;HH;N/A;0.0322025;2;N/A;N/A;N/A;N/A;N/A;N/A;3842.2;4412685177291420%;POLYGON((18.99231 39.72625,18.78969 40.559612,18.316811 40.492855,18.52516 39.659481,18.99231 39.72625))
1314157;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-03-31 at 04:33:28 UTC;2020-03-31 at 04:34:08 UTC;61844;ASCENDING;HH;N/A;0.0322165;7;N/A;N/A;N/A;N/A;N/A;N/A;11423.9;0.6047752491081854%;POLYGON((15.943464 39.82729,15.326919 42.266235,14.841599 42.1991,15.461551 39.758556,15.943464 39.82729))
1316179;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-04-02 at 16:56:59 UTC;2020-04-02 at 16:57:38 UTC;61881;DESCENDING;HH;N/A;0.0292935;7;N/A;N/A;N/A;N/A;N/A;N/A;10947.9;24221159665828100%;POLYGON((15.31793 42.403145,14.708901 40.013531,15.1741 39.945461,15.800239 42.33466,15.31793 42.403145))
1322994;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-04-12 at 16:45:17 UTC;2020-04-12 at 16:45:33 UTC;62029;DESCENDING;HH;N/A;0.029305;3;N/A;N/A;N/A;N/A;N/A;N/A;4502.1;4637046090606830%;POLYGON((17.944771 40.772903,17.69833 39.790081,18.16201 39.721943,18.415171 40.704605,17.944771 40.772903))
1327051;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-04-18 at 16:57:00 UTC;2020-04-18 at 16:57:39 UTC;62118;DESCENDING;HH;N/A;0.029294499999999998;7;N/A;N/A;N/A;N/A;N/A;N/A;10940.9;240357352337342%;POLYGON((15.317049 42.397797,14.70843 40.00975,15.17361 39.941677,15.799329 42.329361,15.317049 42.397797))
1328045;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-04-21 at 04:27:32 UTC;2020-04-21 at 04:27:50 UTC;62155;ASCENDING;HH;N/A;0.032204;3;N/A;N/A;N/A;N/A;N/A;N/A;5123.7;34423485915042800%;POLYGON((17.348551 40.223557,17.075451 41.334888,16.597071 41.267891,16.878031 40.156651,17.348551 40.223557))
1330329;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-04-23 at 16:51:13 UTC;2020-04-23 at 16:52:11 UTC;62192;DESCENDING;HH;N/A;0.0292845;10;N/A;N/A;N/A;N/A;N/A;N/A;16391.9;23222014485025600%;POLYGON((16.57836 41.370701,15.691211 37.793373,16.14221 37.72546,17.052999 41.302277,16.57836 41.370701))
1335380;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-05-02 at 04:33:30 UTC;2020-05-02 at 04:34:10 UTC;62318;ASCENDING;HH;N/A;0.0322195;7;N/A;N/A;N/A;N/A;N/A;N/A;11450.2;0.5684800150442214%;POLYGON((15.942797 39.805363,15.3257 42.256226,14.84043 42.189194,15.4634 39.736904,15.942797 39.805363))
1341113;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-05-12 at 04:21:20 UTC;2020-05-12 at 04:21:33 UTC;62466;ASCENDING;HH;N/A;0.032204;2;N/A;N/A;N/A;N/A;N/A;N/A;3768.8;4328245041445290%;POLYGON((18.98196 39.744282,18.783079 40.56171,18.310209 40.494839,18.5147 39.677437,18.98196 39.744282))
1346455;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-05-18 at 04:33:29 UTC;2020-05-18 at 04:34:10 UTC;62555;ASCENDING;HH;N/A;0.0322195;7;N/A;N/A;N/A;N/A;N/A;N/A;11497.3;0.6084187144073313%;POLYGON((15.950841 39.803364,15.33109 42.262829,14.84577 42.195843,15.470841 39.734985,15.950841 39.803364))
1348484;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-05-20 at 16:57:00 UTC;2020-05-20 at 16:57:39 UTC;62592;DESCENDING;HH;N/A;0.0292935;7;N/A;N/A;N/A;N/A;N/A;N/A;11044.0;24796352806945700%;POLYGON((15.32346 42.416039,14.709239 40.005409,15.174419 39.937458,15.805879 42.347591,15.32346 42.416039))
1350695;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-05-23 at 04:27:31 UTC;2020-05-23 at 04:27:49 UTC;62629;ASCENDING;HH;N/A;0.0322055;3;N/A;N/A;N/A;N/A;N/A;N/A;5150.2;3550252691797260%;POLYGON((17.35961 40.226044,17.08531 41.343143,16.60685 41.276176,16.88908 40.159168,17.35961 40.226044))
1352404;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-05-25 at 16:51:12 UTC;2020-05-25 at 16:52:10 UTC;62666;DESCENDING;HH;N/A;0.029286000000000003;10;N/A;N/A;N/A;N/A;N/A;N/A;16395.7;226252323258815%;POLYGON((16.579189 41.356216,15.6923 37.778049,16.14323 37.710209,17.053749 41.287907,16.579189 41.356216))
1353691;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-05-28 at 04:21:17 UTC;2020-05-28 at 04:21:31 UTC;62703;ASCENDING;HH;N/A;0.032203499999999996;2;N/A;N/A;N/A;N/A;N/A;N/A;3841.9;4412377758421330%;POLYGON((18.99494 39.733307,18.792351 40.566643,18.31946 40.499676,18.527769 39.666416,18.99494 39.733307))
1355672;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-08;2020-05-30 at 16:45:16 UTC;2020-05-30 at 16:45:22 UTC;62740;DESCENDING;VV;N/A;0.038753;1;N/A;N/A;N/A;N/A;N/A;N/A;1939.4;0.2616370099934079%;POLYGON((16.418806 40.988285,16.325123 40.574814,16.809633 40.511024,16.904291 40.924755,16.418806 40.988285))
1361981;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-06-13 at 04:21:15 UTC;2020-06-13 at 04:21:28 UTC;62940;ASCENDING;HH;N/A;0.032205;2;N/A;N/A;N/A;N/A;N/A;N/A;3850.0;4421697721398480%;POLYGON((18.99964 39.732384,18.796749 40.56749,18.323851 40.500549,18.532471 39.665501,18.99964 39.732384))
1365728;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-06-21 at 16:56:56 UTC;2020-06-21 at 16:57:35 UTC;63066;DESCENDING;HH;N/A;0.0292975;7;N/A;N/A;N/A;N/A;N/A;N/A;10961.9;24876901006331800%;POLYGON((15.322751 42.420425,14.71314 40.027737,15.178429 39.959637,15.8052 42.351959,15.322751 42.420425))
1372080;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-06-29 at 04:21:15 UTC;2020-06-29 at 04:21:29 UTC;63177;ASCENDING;HH;N/A;0.032203499999999996;2;N/A;N/A;N/A;N/A;N/A;N/A;3849.9;4421588683596210%;POLYGON((18.98773 39.733116,18.78475 40.568195,18.31185 40.501244,18.520571 39.666218,18.98773 39.733116))
1382855;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-07-10 at 04:27:27 UTC;2020-07-10 at 04:27:45 UTC;63340;ASCENDING;HH;N/A;0.0322085;3;N/A;N/A;N/A;N/A;N/A;N/A;5139.7;35019470038917900%;POLYGON((17.34977 40.228737,17.07601 41.343487,16.597549 41.276531,16.87924 40.161755,17.34977 40.228737))
1385534;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-07-15 at 04:21:14 UTC;2020-07-15 at 04:21:27 UTC;63414;ASCENDING;HH;N/A;0.0322025;2;N/A;N/A;N/A;N/A;N/A;N/A;3856.8;4429526084684090%;POLYGON((18.985979 39.733875,18.782669 40.570477,18.30974 40.503559,18.518789 39.667065,18.985979 39.733875))
1390676;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-07-21 at 04:33:23 UTC;2020-07-21 at 04:34:03 UTC;63503;ASCENDING;HH;N/A;0.0322165;7;N/A;N/A;N/A;N/A;N/A;N/A;11494.6;0.6244725899860669%;POLYGON((15.949024 39.818966,15.328741 42.270599,14.843381 42.203529,15.46631 39.750023,15.949024 39.818966))
1392674;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-07-23 at 16:56:53 UTC;2020-07-23 at 16:57:32 UTC;63540;DESCENDING;HH;N/A;0.029293;7;N/A;N/A;N/A;N/A;N/A;N/A;10948.5;24751460822251400%;POLYGON((15.32079 42.418785,14.71187 40.029026,15.17716 39.96088,15.80321 42.350266,15.32079 42.418785))
1400222;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-07-31 at 04:21:10 UTC;2020-07-31 at 04:21:24 UTC;63651;ASCENDING;HH;N/A;0.0322;2;N/A;N/A;N/A;N/A;N/A;N/A;3667.1;42113002102240200%;POLYGON((18.990179 39.742252,18.79686 40.537666,18.32416 40.470791,18.52293 39.675434,18.990179 39.742252))
1405146;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-08-08 at 16:56:49 UTC;2020-08-08 at 16:57:28 UTC;63777;DESCENDING;HH;N/A;0.029294499999999998;7;N/A;N/A;N/A;N/A;N/A;N/A;10939.3;2515927764670710%;POLYGON((15.331679 42.41684,14.723169 40.02914,15.18844 39.960915,15.81408 42.348278,15.331679 42.41684))
1409649;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-08-11 at 04:27:20 UTC;2020-08-11 at 04:27:39 UTC;63814;ASCENDING;HH;N/A;0.0322015;3;N/A;N/A;N/A;N/A;N/A;N/A;5128.1;3603705603280370%;POLYGON((17.361811 40.236774,17.08931 41.347778,16.61027 41.280582,16.89064 40.169716,17.361811 40.236774))
1413470;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-08-16 at 04:21:08 UTC;2020-08-16 at 04:21:22 UTC;63888;ASCENDING;HH;N/A;0.0322005;2;N/A;N/A;N/A;N/A;N/A;N/A;3810.4;4376055195589410%;POLYGON((19.00036 39.7183,18.800671 40.543945,18.327339 40.476982,18.532681 39.651474,19.00036 39.7183))
1415547;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-09;2020-08-18 at 16:45:07 UTC;2020-08-18 at 16:45:14 UTC;63925;DESCENDING;HH;N/A;0.040023;1;N/A;N/A;N/A;N/A;N/A;N/A;2443.0;0.0631646350422186%;POLYGON((16.163975 41.053345,16.060026 40.589691,16.604288 40.518864,16.710379 40.982933,16.163975 41.053345))
1419551;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-08-24 at 16:56:50 UTC;2020-08-24 at 16:57:29 UTC;64014;DESCENDING;HH;N/A;0.029291;7;N/A;N/A;N/A;N/A;N/A;N/A;10965.1;2493872515040150%;POLYGON((15.32635 42.417515,14.71443 40.024441,15.179649 39.956139,15.808721 42.348846,15.32635 42.417515))
1421837;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-08-27 at 04:27:22 UTC;2020-08-27 at 04:27:40 UTC;64051;ASCENDING;HH;N/A;0.0322075;3;N/A;N/A;N/A;N/A;N/A;N/A;5137.5;3571465619817700%;POLYGON((17.35244 40.23727,17.07885 41.35165,16.600309 41.284779,16.88179 40.170532,17.35244 40.23727))
1444984;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-09-09 at 16:56:50 UTC;2020-09-09 at 16:57:29 UTC;64251;DESCENDING;HH;N/A;0.0292935;7;N/A;N/A;N/A;N/A;N/A;N/A;10932.7;24472408658120800%;POLYGON((15.320941 42.407967,14.71263 40.021713,15.17783 39.953411,15.803239 42.339306,15.320941 42.407967))
1446862;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-09-12 at 04:27:22 UTC;2020-09-12 at 04:27:40 UTC;64288;ASCENDING;HH;N/A;0.032206000000000005;3;N/A;N/A;N/A;N/A;N/A;N/A;5124.2;35839019453892800%;POLYGON((17.34977 40.243767,17.07663 41.355209,16.59807 41.288334,16.87908 40.176994,17.34977 40.243767))
1464642;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-09-19 at 16:45:06 UTC;2020-09-19 at 16:45:23 UTC;64399;DESCENDING;HH;N/A;0.0293095;3;N/A;N/A;N/A;N/A;N/A;N/A;4694.4;4743153972758440%;POLYGON((17.95048 40.790077,17.693569 39.765285,18.15704 39.696972,18.42095 40.721619,17.95048 40.790077))
1475643;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-09-23 at 04:33:18 UTC;2020-09-23 at 04:33:59 UTC;64451;ASCENDING;HH;N/A;0.0322175;7;N/A;N/A;N/A;N/A;N/A;N/A;11516.4;0.65824129137082%;POLYGON((15.953636 39.821995,15.33197 42.278229,14.84647 42.21143,15.47082 39.753353,15.953636 39.821995))
1479233;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-09-25 at 16:56:48 UTC;2020-09-25 at 16:57:28 UTC;64488;DESCENDING;HH;N/A;0.029293;7;N/A;N/A;N/A;N/A;N/A;N/A;10944.9;2478944195657800%;POLYGON((15.32789 42.409081,14.71894 40.020214,15.18411 39.951824,15.81019 42.340351,15.32789 42.409081))
1499001;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-10-05 at 16:45:07 UTC;2020-10-05 at 16:45:24 UTC;64636;DESCENDING;HH;N/A;0.029305;3;N/A;N/A;N/A;N/A;N/A;N/A;4670.7;4721793006532220%;POLYGON((17.94788 40.787338,17.692249 39.767742,18.15576 39.699512,18.418369 40.719009,17.94788 40.787338))
1511789;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-10-11 at 16:56:49 UTC;2020-10-11 at 16:57:28 UTC;64725;DESCENDING;HH;N/A;0.029292000000000002;7;N/A;N/A;N/A;N/A;N/A;N/A;10946.6;24672342142025800%;POLYGON((15.3253 42.408543,14.716311 40.019199,15.18155 39.951126,15.807639 42.340015,15.3253 42.408543))
1517397;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-10-14 at 04:27:20 UTC;2020-10-14 at 04:27:38 UTC;64762;ASCENDING;HH;N/A;0.0322085;3;N/A;N/A;N/A;N/A;N/A;N/A;5136.6;36304414175044100%;POLYGON((17.358179 40.241756,17.084459 41.355888,16.60593 41.28886,16.88755 40.174816,17.358179 40.241756))
1527447;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-10-16 at 16:51:00 UTC;2020-10-16 at 16:51:58 UTC;64799;DESCENDING;HH;N/A;0.029280999999999998;10;N/A;N/A;N/A;N/A;N/A;N/A;16309.7;22850009451483100%;POLYGON((16.587219 41.354813,15.70493 37.795471,16.155951 37.727589,17.0618 41.28661,16.587219 41.354813))
1534469;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-04;2020-10-19 at 04:21:07 UTC;2020-10-19 at 04:21:21 UTC;64836;ASCENDING;HH;N/A;0.0322;2;N/A;N/A;N/A;N/A;N/A;N/A;3878.1;4453907064164430%;POLYGON((19.0019 39.709187,18.798269 40.549423,18.324909 40.482437,18.53429 39.642303,19.0019 39.709187))
1542722;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2020-10-21 at 16:45:06 UTC;2020-10-21 at 16:45:23 UTC;64873;DESCENDING;HH;N/A;0.0293045;3;N/A;N/A;N/A;N/A;N/A;N/A;4687.8;47158610017678800%;POLYGON((17.95055 40.78339,17.694059 39.760052,18.15753 39.691883,18.421021 40.715118,17.95055 40.78339))
1775244;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2021-03-25 at 16:51:02 UTC;2021-03-25 at 16:51:10 UTC;67169;DESCENDING;VV;N/A;0.0293145;1;N/A;N/A;N/A;N/A;N/A;N/A;2079.1;0.3901553747706268%;POLYGON((16.471861 41.001316,16.356419 40.552589,16.833534 40.483204,16.945864 40.932766,16.471861 41.001316))
1796184;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-03;2021-04-10 at 16:51:00 UTC;2021-04-10 at 16:51:07 UTC;67406;DESCENDING;HH;N/A;0.0293095;1;N/A;N/A;N/A;N/A;N/A;N/A;2078.0;0.4407282132747722%;POLYGON((16.488049 41.003426,16.373455 40.553791,16.848736 40.484528,16.961695 40.934788,16.488049 41.003426))
1842191;COSMO-SkyMed-3;StripMap (HIMAGE) - Right;H4-08;2021-05-01 at 16:45:02 UTC;2021-05-01 at 16:45:09 UTC;67717;DESCENDING;VV;N/A;0.038753;1;N/A;N/A;N/A;N/A;N/A;N/A;1929.5;0.2562885151401789%;POLYGON((16.419418 40.986004,16.326162 40.574688,16.810604 40.510601,16.904835 40.92223,16.419418 40.986004))
1257117;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-05;2019-12-02 at 04:27:32 UTC;2019-12-02 at 04:27:54 UTC;49072;ASCENDING;HH;N/A;0.033954500000000006;4;N/A;N/A;N/A;N/A;N/A;N/A;6290.3;4940561288214890%;POLYGON((17.691031 39.966232,17.36594 41.318199,16.88262 41.252029,17.217331 39.900158,17.691031 39.966232))
1258656;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-0B;2019-12-04 at 16:50:49 UTC;2019-12-04 at 16:50:57 UTC;49109;DESCENDING;HH;N/A;0.023919;1;N/A;N/A;N/A;N/A;N/A;N/A;2220.5;0.5466483987749102%;POLYGON((17.749466 42.976433,17.63158 42.520264,18.1579 42.44157,18.252127 42.90173,17.749466 42.976433))
1259149;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-01;2019-12-04 at 16:51:18 UTC;2019-12-04 at 16:52:09 UTC;49109;DESCENDING;HH;N/A;0.02655;9;N/A;N/A;N/A;N/A;N/A;N/A;14480.7;32314316840743100%;POLYGON((16.95101 41.273476,16.1523 38.145092,16.61005 38.074661,17.42798 41.202702,16.95101 41.273476))
1264218;COSMO-SkyMed-4;StripMap (HIMAGE) - Right;H4-03;2019-12-14 at 16:39:03 UTC;2019-12-14 at 16:39:10 UTC;49257;DESCENDING;HH;N/A;0.02931;1;N/A;N/A;N/A;N/A;N/A;N/A;1944.8;0.0025748015143556152%;POLYGON((19.649622 41.579205,19.539703 41.149624,20.011209 41.081337,20.116161 41.511925,19.649622 41.579205))
