,CSK,SAO,IoU,geometry
22,1689914,EOL1ASARSAO1A1371293,0.06047193771085611,"MULTIPOLYGON (((-1.17970434597961 37.3978583041759, -1.7869202445228 39.8092383943865, -0.498086110425027 39.9951608824446, 0.06392288576016129 37.5828876709816, -1.17970434597961 37.3978583041759)), ((-1.10103 37.372845, -1.203928 37.824173, -0.759178 37.890869, -0.65212 37.440582, -1.10103 37.372845)))"
23,1689914,EOL1ASARSAO1A1371279,0.06796309465600955,"MULTIPOLYGON (((-0.799320321190741 35.8381734749235, -1.39178232439809 38.2512251659268, -0.143328877680866 38.4350161487295, 0.407568685060693 36.0213577987162, -0.799320321190741 35.8381734749235)), ((-1.10103 37.372845, -1.203928 37.824173, -0.759178 37.890869, -0.65212 37.440582, -1.10103 37.372845)))"
24,1691328,EOL1ASARSAO1A1373885,0.02044179964620127,"MULTIPOLYGON (((-5.30413424761196 35.5805801062331, -5.95019377470323 38.216439593191, -4.69082470960309 38.4020298528699, -4.09024430514649 35.7654592894851, -5.30413424761196 35.5805801062331)), ((-5.68556 35.885708, -5.796791 36.343842, -5.348062 36.413754, -5.24219 35.955135, -5.68556 35.885708)))"
25,1691328,EOL1ASARSAO1A1373645,0.02272742416634208,"MULTIPOLYGON (((-4.93357817165793 34.0211465104415, -5.51068199672178 36.4349620404325, -4.29257873095116 36.6185878236595, -3.75355278547032 34.2044730752683, -4.93357817165793 34.0211465104415)), ((-5.68556 35.885708, -5.796791 36.343842, -5.348062 36.413754, -5.24219 35.955135, -5.68556 35.885708)))"
26,1724100,EOL1ASARSAO1A1468649,0.0,"MULTIPOLYGON (((-1.71455826728854 32.4882361788726, -2.88169641097435 32.6729169758622, -2.35131580378859 35.0893401427808, -1.14857947556199 34.9044621363084, -1.71455826728854 32.4882361788726)), ((-0.97204 37.742676, -1.428794 37.809765, -1.324605 38.262569, -0.862908 38.195152, -0.97204 37.742676)))"
27,1724100,EOL1ASARSAO1A1468619,0.0,"MULTIPOLYGON (((-1.30876585044203 34.2742985628735, -2.49140124725368 34.4573509008836, -2.00120736319973 36.6493250414217, -0.783831548965633 36.4658583602521, -1.30876585044203 34.2742985628735)), ((-0.97204 37.742676, -1.428794 37.809765, -1.324605 38.262569, -0.862908 38.195152, -0.97204 37.742676)))"
28,1732439,EOL1ASARSAO1A1531214,0.06168247967258606,"MULTIPOLYGON (((-1.14857611862708 37.3662658806469, -1.81255743192347 39.9999267078169, -0.550515346450848 40.1816669028553, 0.06506800087858509 37.547012496836, -1.14857611862708 37.3662658806469)), ((-1.09913 37.374557, -1.201868 37.825127, -0.756615 37.892017, -0.65022 37.442364, -1.09913 37.374557)))"
29,1732439,EOL1ASARSAO1A1531139,0.06897971057333538,"MULTIPOLYGON (((-0.775356022870702 35.8059584380005, -1.36741013447523 38.2181485137035, -0.138254909328965 38.3993472012379, 0.41293158926447 35.9865911390936, -0.775356022870702 35.8059584380005)), ((-1.09913 37.374557, -1.201868 37.825127, -0.756615 37.892017, -0.65022 37.442364, -1.09913 37.374557)))"
30,1733740,EOL1ASARSAO1A1529667,0.018036334487123162,"MULTIPOLYGON (((-5.31026074461054 35.694966912233, -5.95713735980037 38.3297725429745, -4.71886767406195 38.5120628820705, -4.1168718815557 35.8765369647123, -5.31026074461054 35.694966912233)), ((-5.68339 35.883751, -5.794465 36.340729, -5.345692 36.410786, -5.24008 35.953331, -5.68339 35.883751)))"
31,1733740,EOL1ASARSAO1A1529679,0.019407933176502964,"MULTIPOLYGON (((-4.89286479823055 33.9107463457926, -5.52357935206056 36.5479119558352, -4.32199037818442 36.7289001697813, -3.73226240125258 34.0913833522371, -4.89286479823055 33.9107463457926)), ((-5.68339 35.883751, -5.794465 36.340729, -5.345692 36.410786, -5.24008 35.953331, -5.68339 35.883751)))"
32,1766244,EOL1ASARSAO1A1614765,0.0,"MULTIPOLYGON (((-4.73299587619973 32.5975313787029, -5.88036956255391 32.7790416917244, -5.34836272658801 35.1959887951412, -4.1658285875748 35.0142970480366, -4.73299587619973 32.5975313787029)), ((-3.410079 36.907101, -3.864909 36.977978, -3.751314 37.434284, -3.306838 37.365414, -3.410079 36.907101)))"
33,1766244,EOL1ASARSAO1A1614719,0.0,"MULTIPOLYGON (((-4.37499292180811 34.1598419096366, -5.53831401422919 34.3404163464288, -5.09829994608923 36.3096862409554, -3.90454210066268 36.1288323704607, -4.37499292180811 34.1598419096366)), ((-3.410079 36.907101, -3.864909 36.977978, -3.751314 37.434284, -3.306838 37.365414, -3.410079 36.907101)))"
34,1770276,EOL1ASARSAO1A1623567,0.060326673496730245,"MULTIPOLYGON (((-1.18219246560063 37.3974863189494, -1.78968495132517 39.8086550053178, -0.500802994361616 39.9946504743103, 0.0614669218313758 37.5826547524842, -1.18219246560063 37.3974863189494)), ((-1.09498 37.37402, -1.198123 37.823746, -0.752815 37.890465, -0.64602 37.441654, -1.09498 37.37402)))"
35,1770276,EOL1ASARSAO1A1623613,0.06777283272186826,"MULTIPOLYGON (((-0.8018440926196611 35.8386292887587, -1.39462962844264 38.2517996342504, -0.146118665851845 38.4357070773323, 0.405101521565742 36.021928661982, -0.8018440926196611 35.8386292887587)), ((-1.09498 37.37402, -1.198123 37.823746, -0.752815 37.890465, -0.64602 37.441654, -1.09498 37.37402)))"
36,1803500,EOL1ASARSAO1A1707790,0.0,"MULTIPOLYGON (((-1.6946775664306 32.5290218256041, -2.86245802443943 32.7138223806218, -2.33164729358397 35.1300328476674, -1.12819122156933 34.9450961663294, -1.6946775664306 32.5290218256041)), ((-0.9752999999999999 37.742527, -1.432044 37.809647, -1.327715 38.262794, -0.866018 38.195377, -0.9752999999999999 37.742527)))"
37,1803500,EOL1ASARSAO1A1707784,0.0,"MULTIPOLYGON (((-1.34099461228843 34.0923999917468, -2.52096722434121 34.2756136758461, -1.98117482190655 36.6901479127154, -0.763048541260265 36.5065795844871, -1.34099461228843 34.0923999917468)), ((-0.9752999999999999 37.742527, -1.432044 37.809647, -1.327715 38.262794, -0.866018 38.195377, -0.9752999999999999 37.742527)))"
38,1817970,EOL1ASARSAO1A1729986,0.0,"MULTIPOLYGON (((-4.76562037283815 32.4081170671259, -5.93175991899307 32.5929600718053, -5.35194644640363 35.2320743867519, -4.14687104520042 35.0470464938484, -4.76562037283815 32.4081170671259)), ((-3.40738 36.908081, -3.863656 36.979012, -3.748404 37.438396, -3.303343 37.369656, -3.40738 36.908081)))"
