,CSK,SEN,IoU,geometry
17,1538379,S1A_IW_SLC__1SDV_20201021T181008_20201021T181035_034898_0411A3_4F4B,0.0,"MULTIPOLYGON (((-3.930608 35.139149, -4.318843 36.76207700000001, -1.501437 37.161118, -1.173197 35.53981, -3.930608 35.139149)), ((-0.985552 37.742798, -1.442421 37.810211, -1.337385 38.263638, -0.8762760000000001 38.196003, -0.985552 37.742798)))"
18,1538379,S1A_IW_SLC__1SDV_20201021T180943_20201021T181010_034898_0411A3_8B22,0.0,"MULTIPOLYGON (((-3.567216 33.647614, -3.947515 35.269279, -1.191225 35.668724, -0.8665219999999999 34.048931, -3.567216 33.647614)), ((-0.985552 37.742798, -1.442421 37.810211, -1.337385 38.263638, -0.8762760000000001 38.196003, -0.985552 37.742798)))"
19,1621561,S1B_IW_SLC__1SDV_20201122T175304_20201122T175331_024381_02E5CA_48D3,0.0,"MULTIPOLYGON (((0.105028 35.487087, -0.284785 37.10931, 2.576108 37.51178400000001, 2.904275 35.891167, 0.105028 35.487087)), ((-0.976669 37.740921, -1.433371 37.807983, -1.329236 38.260708, -0.867538 38.193306, -0.976669 37.740921)))"
20,1621561,S1B_IW_SLC__1SDV_20201122T175238_20201122T175306_024381_02E5CA_91F9,0.0,"MULTIPOLYGON (((0.48515 33.937973, 0.089722 35.617973, 2.887249 36.020691, 3.223564 34.342632, 0.48515 33.937973)), ((-0.976669 37.740921, -1.433371 37.807983, -1.329236 38.260708, -0.867538 38.193306, -0.976669 37.740921)))"
21,1644787,S1A_IW_SLC__1SDV_20201208T181031_20201208T181058_035598_0429D8_CA67,0.0,"MULTIPOLYGON (((-4.271625 36.636208, -4.667088 38.256893, -1.797165 38.653374, -1.466001 37.03406500000001, -4.271625 36.636208)), ((-0.977447 37.745888, -1.434144 37.813076, -1.329953 38.267609, -0.867858 38.200047, -0.977447 37.745888)))"
22,1644787,S1A_IW_SLC__1SDV_20201208T181007_20201208T181034_035598_0429D8_DDB2,0.0,"MULTIPOLYGON (((-3.931056 35.139576, -4.319123 36.76175300000001, -1.501624 37.160809, -1.17353 35.540253, -3.931056 35.139576)), ((-0.977447 37.745888, -1.434144 37.813076, -1.329953 38.267609, -0.867858 38.200047, -0.977447 37.745888)))"
23,1644787,S1A_IW_SLC__1SDV_20201208T180942_20201208T181009_035598_0429D8_8DA3,0.0,"MULTIPOLYGON (((-3.567766 33.648163, -3.948136 35.270061, -1.191648 35.669533, -0.866891 34.049503, -3.567766 33.648163)), ((-0.977447 37.745888, -1.434144 37.813076, -1.329953 38.267609, -0.867858 38.200047, -0.977447 37.745888)))"
24,1651670,S1B_IW_SLC__1SDV_20201214T180935_20201214T181003_024702_02F019_1FED,0.044371380987393745,"MULTIPOLYGON (((-4.062588 35.748047, -4.467258999999999 37.426495, -1.635786 37.823067, -1.294857 36.14619099999999, -4.062588 35.748047)), ((-3.414236 36.910057, -3.86967 36.980885, -3.757984 37.439865, -3.311164 37.370853, -3.414236 36.910057)))"
25,1651670,S1B_IW_SLC__1SDV_20201214T180907_20201214T180937_024702_02F019_6415,0.0,"MULTIPOLYGON (((-3.671264 34.088009, -4.094973 35.882946, -1.322156 36.28097899999999, -0.961477 34.48801, -3.671264 34.088009)), ((-3.414236 36.910057, -3.86967 36.980885, -3.757984 37.439865, -3.311164 37.370853, -3.414236 36.910057)))"
26,1671506,S1B_IW_SLC__1SDV_20210103T060235_20210103T060302_024986_02F94A_2906,0.0,"MULTIPOLYGON (((0.842943 33.782291, -1.920844 34.191772, -1.596341 35.813377, 1.224707 35.405807, 0.842943 33.782291)), ((-5.68252 35.883953, -5.794091 36.343605, -5.345209 36.413631, -5.2392 35.953491, -5.68252 35.883953)))"
