Granule Name,"Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle"
S1B_IW_SLC__1SDV_20210121T051204_20210121T051231_025248_03019B_A68D,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25248","22","463","2021-01-21T05:12:31.000000","2021-01-21T05:12:04.000000","SLC","2021-01-21T05:12:04.000000","2021-01-21T05:12:31.000000","38.8422","12.9057","39.442921","14.565683","39.843979","11.607301","37.821415","14.162199","38.223625","11.272906","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210121T051204_20210121T051231_025248_03019B_A68D.zip","3510.430609703064","None","None","0","S1B_IWDV_0462_0469_025248_022",""
S1B_IW_SLC__1SDV_20210120T171226_20210120T171253_025241_030168_DF44,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25241","15","121","2021-01-20T17:12:53.000000","2021-01-20T17:12:26.000000","SLC","2021-01-20T17:12:26.000000","2021-01-20T17:12:53.000000","38.5412","11.1449","37.51881","9.881702","37.924404","12.782699","39.139957","9.480123","39.544315","12.449752","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210120T171226_20210120T171253_025241_030168_DF44.zip","3387.811770439148","None","None","0","S1B_IWDV_0121_0127_025241_015",""
S1B_IW_SLC__1SDV_20210120T171202_20210120T171229_025241_030168_2F28,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25241","15","117","2021-01-20T17:12:29.000000","2021-01-20T17:12:02.000000","SLC","2021-01-20T17:12:02.000000","2021-01-20T17:12:29.000000","37.0485","11.4804","36.025295","10.243327","36.432297","13.08575","37.647972","9.850066","38.053455","12.756331","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210120T171202_20210120T171229_025241_030168_2F28.zip","3552.8029928207397","None","None","0","S1B_IWDV_0116_0122_025241_015",""
S1A_IW_SLC__1SDV_20210116T165643_20210116T165710_036166_043D8C_88E3,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36166","44","122","2021-01-16T16:57:10.000000","2021-01-16T16:56:43.000000","SLC","2021-01-16T16:56:43.000000","2021-01-16T16:57:10.000000","38.6669","15.2435","37.645714","13.983311","38.049301","16.878473","39.266541","13.58152","39.6689","16.545462","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210116T165643_20210116T165710_036166_043D8C_88E3.zip","3822.973322868347","None","None","0","S1A_IWDV_0121_0128_036166_044",""
S1A_IW_SLC__1SDV_20210116T165618_20210116T165645_036166_043D8C_9871,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36166","44","117","2021-01-16T16:56:45.000000","2021-01-16T16:56:18.000000","SLC","2021-01-16T16:56:18.000000","2021-01-16T16:56:45.000000","37.1741","15.5771","36.152363","14.342461","36.557556","17.180029","37.773853","13.94918","38.17754","16.850716","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210116T165618_20210116T165645_036166_043D8C_9871.zip","3704.608108520508","None","None","0","S1A_IWDV_0116_0123_036166_044",""
S1B_IW_SLC__1SDV_20210116T050430_20210116T050457_025175_02FF56_8910,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25175","124","471","2021-01-16T05:04:57.000000","2021-01-16T05:04:30.000000","SLC","2021-01-16T05:04:30.000000","2021-01-16T05:04:57.000000","36.4621","14.4185","37.06493","16.016171","37.46526","13.173634","35.441353","15.626301","35.843277","12.844955","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210116T050430_20210116T050457_025175_02FF56_8910.zip","3713.1019325256348","None","None","0","S1B_IWDV_0470_0477_025175_124",""
S1B_IW_SLC__1SDV_20210116T050406_20210116T050433_025175_02FF56_971F,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25175","124","466","2021-01-16T05:04:33.000000","2021-01-16T05:04:06.000000","SLC","2021-01-16T05:04:06.000000","2021-01-16T05:04:33.000000","37.9552","14.7508","38.557537","16.381119","38.956543","13.478472","36.935589","15.983356","37.335922","13.146467","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210116T050406_20210116T050433_025175_02FF56_971F.zip","3889.78480052948","None","None","0","S1B_IWDV_0465_0472_025175_124",""
S1B_IW_SLC__1SDV_20210115T170406_20210115T170431_025168_02FF1C_C267,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25168","117","120","2021-01-15T17:04:31.000000","2021-01-15T17:04:06.000000","SLC","2021-01-15T17:04:06.000000","2021-01-15T17:04:31.000000","38.0459","13.2881","37.081573","12.046619","37.480797","14.878049","38.594151","11.674786","38.992188","14.567597","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210115T170406_20210115T170431_025168_02FF1C_C267.zip","3665.143035888672","None","None","0","S1B_IWDV_0120_0125_025168_117",""
S1B_IW_SLC__1SDV_20210115T170341_20210115T170408_025168_02FF1C_93B8,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25168","117","115","2021-01-15T17:04:08.000000","2021-01-15T17:03:41.000000","SLC","2021-01-15T17:03:41.000000","2021-01-15T17:04:08.000000","36.6068","13.6108","35.587624","12.406444","35.988247","15.18148","37.209446","12.015867","37.608543","14.852234","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210115T170341_20210115T170408_025168_02FF1C_93B8.zip","3898.6903009414673","None","None","0","S1B_IWDV_0115_0121_025168_117",""
S1A_IW_SLC__1SDV_20210115T051325_20210115T051352_036144_043CD9_74C6,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36144","22","470","2021-01-15T05:13:52.000000","2021-01-15T05:13:25.000000","SLC","2021-01-15T05:13:25.000000","2021-01-15T05:13:52.000000","36.5231","12.3599","37.12355","13.975804","37.528282","11.096487","35.499886","13.585554","35.906246","10.768353","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210115T051325_20210115T051352_036144_043CD9_74C6.zip","3904.170970916748","None","None","0","S1A_IWDV_0470_0476_036144_022",""
S1A_IW_SLC__1SDV_20210115T051300_20210115T051327_036144_043CD9_E3A7,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36144","22","465","2021-01-15T05:13:27.000000","2021-01-15T05:13:00.000000","SLC","2021-01-15T05:13:00.000000","2021-01-15T05:13:27.000000","38.0158","12.6939","38.615772","14.34341","39.019341","11.402094","36.993374","13.945085","37.398296","11.07056","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210115T051300_20210115T051327_036144_043CD9_E3A7.zip","3917.281114578247","None","None","0","S1A_IWDV_0465_0471_036144_022",""
S1A_IW_SLC__1SDV_20210115T051235_20210115T051302_036144_043CD9_DC86,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36144","22","460","2021-01-15T05:13:02.000000","2021-01-15T05:12:35.000000","SLC","2021-01-15T05:12:35.000000","2021-01-15T05:13:02.000000","39.5076","13.0328","40.107143","14.718462","40.509743","11.71086","38.485802","14.311141","38.889465","11.375375","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210115T051235_20210115T051302_036144_043CD9_DC86.zip","3672.660842895508","None","None","0","S1A_IWDV_0460_0466_036144_022",""
S1A_IW_SLC__1SDV_20210114T171321_20210114T171348_036137_043C99_8A7E,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36137","15","124","2021-01-14T17:13:48.000000","2021-01-14T17:13:21.000000","SLC","2021-01-14T17:13:21.000000","2021-01-14T17:13:48.000000","39.3123","10.9694","38.293198","9.711277","38.69273","12.605414","39.913746","9.305537","40.31221","12.269992","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210114T171321_20210114T171348_036137_043C99_8A7E.zip","3639.0696992874146","None","None","0","S1A_IWDV_0124_0130_036137_015",""
S1A_IW_SLC__1SDV_20210114T171257_20210114T171323_036137_043C99_1F8D,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36137","15","119","2021-01-14T17:13:23.000000","2021-01-14T17:12:57.000000","SLC","2021-01-14T17:12:57.000000","2021-01-14T17:13:23.000000","37.8199","11.3087","36.800617","10.077229","37.20134","12.911001","38.421478","9.680561","38.820843","12.579673","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210114T171257_20210114T171323_036137_043C99_1F8D.zip","3902.546690940857","None","None","0","S1A_IWDV_0119_0125_036137_015",""
S1A_IW_SLC__1SDV_20210114T171232_20210114T171259_036137_043C99_B8AA,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36137","15","114","2021-01-14T17:12:59.000000","2021-01-14T17:12:32.000000","SLC","2021-01-14T17:12:32.000000","2021-01-14T17:12:59.000000","36.3273","11.6406","35.307178","10.433835","35.70948","13.212234","36.929169","10.045102","37.329853","12.884284","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210114T171232_20210114T171259_036137_043C99_B8AA.zip","3831.1475763320923","None","None","0","S1A_IWDV_0114_0120_036137_015",""
