Granule Name,"Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Doppler","GroupID","Pointing Angle"
S1A_IW_SLC__1SDV_20210303T061114_20210303T061140_036830_0454A6_FED3,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36830","8","473","2021-03-03T06:11:40.000000","2021-03-03T06:11:14.000000","SLC","2021-03-03T06:11:14.000000","2021-03-03T06:11:40.000000","35.6951","-2.2214","36.295448","-0.622883","36.701092","-3.470107","34.671543","-1.009011","35.078949","-3.796566","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210303T061114_20210303T061140_036830_0454A6_FED3.zip","3791.176040649414","None","None","0","S1A_IWDV_0473_0479_036830_008",""
S1A_IW_SLC__1SDV_20210303T061049_20210303T061116_036830_0454A6_AE8A,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36830","8","468","2021-03-03T06:11:16.000000","2021-03-03T06:10:49.000000","SLC","2021-03-03T06:10:49.000000","2021-03-03T06:11:16.000000","37.1911","-1.9097","37.792316","-0.284458","38.194653","-3.180603","36.16927","-0.677729","36.573135","-3.509949","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210303T061049_20210303T061116_036830_0454A6_AE8A.zip","4018.7966775894165","None","None","0","S1A_IWDV_0468_0474_036830_008",""
S1A_IW_SLC__1SDV_20210302T181028_20210302T181055_036823_045465_F63C,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36823","1","119","2021-03-02T18:10:55.000000","2021-03-02T18:10:28.000000","SLC","2021-03-02T18:10:28.000000","2021-03-02T18:10:55.000000","37.655","-3.0387","36.63509","-4.270992","37.03669","-1.436435","38.256397","-4.666579","38.656582","-1.767047","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210302T181028_20210302T181055_036823_045465_F63C.zip","4237.719878196716","None","None","0","S1A_IWDV_0118_0124_036823_001",""
S1A_IW_SLC__1SDV_20210302T181004_20210302T181031_036823_045465_ADBB,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36823","1","114","2021-03-02T18:10:31.000000","2021-03-02T18:10:04.000000","SLC","2021-03-02T18:10:04.000000","2021-03-02T18:10:31.000000","36.1606","-2.7199","35.139313","-3.930691","35.543781","-1.144698","36.76162","-4.318766","37.164425","-1.472186","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210302T181004_20210302T181031_036823_045465_ADBB.zip","3566.514536857605","None","None","0","S1A_IWDV_0113_0119_036823_001",""
S1A_IW_SLC__1SDV_20210302T180939_20210302T181006_036823_045465_E975,"Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","36823","1","109","2021-03-02T18:10:06.000000","2021-03-02T18:09:39.000000","SLC","2021-03-02T18:09:39.000000","2021-03-02T18:10:06.000000","34.6681","-2.382","33.646797","-3.567044","34.05196","-0.838306","35.269447","-3.947562","35.672695","-1.162623","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210302T180939_20210302T181006_036823_045465_E975.zip","4044.766342163086","None","None","0","S1A_IWDV_0108_0114_036823_001",""
S1B_IW_SLC__1SDV_20210302T061903_20210302T061930_025832_0314AC_EDA9,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25832","81","477","2021-03-02T06:19:30.000000","2021-03-02T06:19:03.000000","SLC","2021-03-02T06:19:03.000000","2021-03-02T06:19:30.000000","34.6555","-4.5064","35.255898","-2.92689","35.663181","-5.739243","33.63092","-3.308257","34.040134","-6.063787","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210302T061903_20210302T061930_025832_0314AC_EDA9.zip","4305.856391906738","None","None","0","S1B_IWDV_0476_0483_025832_081",""
S1B_IW_SLC__1SDV_20210302T061838_20210302T061905_025832_0314AC_A3F8,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25832","81","472","2021-03-02T06:19:05.000000","2021-03-02T06:18:38.000000","SLC","2021-03-02T06:18:38.000000","2021-03-02T06:19:05.000000","36.1487","-4.1752","36.748253","-2.56425","37.154404","-5.43515","35.125225","-2.952628","35.533062","-5.762415","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210302T061838_20210302T061905_025832_0314AC_A3F8.zip","3815.881209373474","None","None","0","S1B_IWDV_0471_0478_025832_081",""
S1B_IW_SLC__1SDV_20210302T061813_20210302T061840_025832_0314AC_6CE8,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25832","81","467","2021-03-02T06:18:40.000000","2021-03-02T06:18:13.000000","SLC","2021-03-02T06:18:13.000000","2021-03-02T06:18:40.000000","37.6417","-3.8452","38.241589","-2.201712","38.64624","-5.132191","36.618572","-2.59819","37.024647","-5.462944","None","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210302T061813_20210302T061840_025832_0314AC_6CE8.zip","4226.74523639679","None","None","0","S1B_IWDV_0466_0473_025832_081",""
S1B_IW_SLC__1SDV_20210301T181744_20210301T181811_025825_03146D_D287,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25825","74","115","2021-03-01T18:18:11.000000","2021-03-01T18:17:44.000000","SLC","2021-03-01T18:17:44.000000","2021-03-01T18:18:11.000000","36.7017","-4.8978","35.6838","-6.0998","36.082542","-3.329831","37.304935","-6.490043","37.702129","-3.658705","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210301T181744_20210301T181811_025825_03146D_D287.zip","3987.8745079040527","None","None","0","S1B_IWDV_0116_0121_025825_074",""
S1B_IW_SLC__1SDV_20210301T181720_20210301T181747_025825_03146D_4755,"Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","25825","74","110","2021-03-01T18:17:47.000000","2021-03-01T18:17:20.000000","SLC","2021-03-01T18:17:20.000000","2021-03-01T18:17:47.000000","35.2064","-4.582","34.186977","-5.763803","34.588699","-3.039378","35.809204","-6.14706","36.209152","-3.365405","None","ASCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20210301T181720_20210301T181747_025825_03146D_4755.zip","4096.88153553009","None","None","0","S1B_IWDV_0110_0116_025825_074",""
